address,neighborhood,list_price,lat,lon,estimator_low,estimator_final,estimator_high,estimator_range,delta_list_minus_estimator,delta_estimator_minus_list,confidence_score,confidence_label,error
8112 223 ST NW,Rosenthal,429900.0,53.5208644,-113.7000651,447363.55,576128.53,704893.51,257529.96000000002,-146228.53000000003,146228.53000000003,99.0,high,
8624 223 ST NW,Rosenthal,599999.0,53.5208644,-113.7000651,447363.55,576128.53,704893.51,257529.96000000002,23870.469999999972,-23870.469999999972,99.0,high,
7230 ROSENTHAL DR NW,Rosenthal,425000.0,53.5231654,-113.7069752,218969.27,288117.46,357265.65,138296.38000000003,136882.53999999998,-136882.53999999998,99.0,high,
8707 221 ST NW,Secord,550000.0,53.5367388,-113.6965357,420738.6,503767.64,586796.68,166058.08000000007,46232.359999999986,-46232.359999999986,99.0,high,
8125 226A ST NW,Rosenthal,550000.0,53.5152874,-113.7074623,469315.18,577269.27,685223.36,215908.18,-27269.27000000002,27269.27000000002,99.0,high,
22725 89A AV NW,Meadowlark Park,629900.0,53.5244359,-113.5945776,372865.28,440377.07,507888.86,135023.57999999996,189522.93,-189522.93,99.0,high,
8149 226A ST NW,Rosenthal,599800.0,53.5152874,-113.7074623,469315.18,577269.27,685223.36,215908.18,22530.72999999998,-22530.72999999998,99.0,high,
9084 ROSENTHAL LI NW,Rosenthal,479000.0,53.5234331,-113.6943919,371965.47,446961.01,521956.55,149991.08000000002,32038.98999999999,-32038.98999999999,99.0,high,
8204 224 NW NW,Northwest Industrial,580000.0,53.5587922,-113.7027717,1793102.34,2463052.66,3133002.98,1339900.64,-1883052.6600000001,1883052.6600000001,79.0,medium,
8108 230 Street NW,Secord,599900.0,53.5331337,-113.7125012,456698.22,556555.81,656413.4,199715.18000000005,43344.189999999944,-43344.189999999944,99.0,high,
22220 88 AV NW,Garneau,534900.0,53.5238478,-113.5139131,455499.7,599341.71,743183.72,287684.01999999996,-64441.70999999996,64441.70999999996,99.0,high,
9615 101 ST NW,Rossdale,699900.0,53.5329999,-113.4933703,551579.68,725762.74,899945.8,348366.12,-25862.73999999999,25862.73999999999,99.0,high,
#110 9804 101 ST NW,McCauley,269000.0,53.557486,-113.493589,264837.71,348470.67,432103.63,167265.91999999998,-79470.66999999998,79470.66999999998,99.0,high,
10015 97 AV NW,Rossdale,800000.0,53.533866,-113.4919975,589772.78,776016.81,962260.84,372488.05999999994,23983.189999999944,-23983.189999999944,99.0,high,
9422 100A ST NW,Rossdale,839900.0,53.5299869,-113.4927501,575399.4,757104.47,938809.54,363410.14,82795.53000000003,-82795.53000000003,99.0,high,
#204 9640 105 ST NW,Rossdale,199900.0,53.5336166,-113.5015998,196493.82,254968.65,313443.48,116949.65999999997,-55068.649999999994,55068.649999999994,99.0,high,
#103 9640 105 ST NW,Rossdale,153900.0,53.5336166,-113.5015998,196493.82,254968.65,313443.48,116949.65999999997,-101068.65,101068.65,99.0,high,
#201 9640 105 ST NW,Rossdale,205000.0,53.5336166,-113.5015998,196493.82,254968.65,313443.48,116949.65999999997,-49968.649999999994,49968.649999999994,99.0,high,
13211 104 ST NW,Northern Mature Area,469900.0,53.5932469,-113.499017,304559.91,400736.72,496913.53,192353.62000000005,69163.28000000003,-69163.28000000003,99.0,high,
13420 102 ST NW,Northern Mature Area,439000.0,53.5953551,-113.4959064,284861.06,374817.19,464773.32,179912.26,64182.81,-64182.81,99.0,high,
11319 137 AV NW,Northern Mature Area,487000.0,53.5992327,-113.5162368,299716.35,394363.62,489010.89,189294.54000000004,92636.38,-92636.38,99.0,high,
11712 43 AV NW,Royal Gardens,469900.0,53.4796647,-113.5287616,335361.26,407737.47,480113.68,144752.41999999998,62162.53000000003,-62162.53000000003,99.0,high,
11231 41 AV NW,Royal Gardens,499799.0,53.4779372,-113.5295872,298262.57,392450.75,486638.93,188376.36,107348.25,-107348.25,99.0,high,
#104 11455 41 AV NW,Royal Gardens,99888.0,53.4777004,-113.5288619,291777.76,383918.11,476058.46,184280.7,-284030.11,284030.11,87.0,high,
#304 11420 40 AV NW NW,Royal Gardens,109000.0,53.4766981,-113.5271965,26890.47,35382.2,43873.93,16983.46,73617.8,-73617.8,87.0,high,
#207 11465 41 AV NW,Royal Gardens,114900.0,53.4777997,-113.5294753,277266.29,364824.06,452381.83,175115.54000000004,-249924.06,249924.06,87.0,high,
145B ROYAL RD NW,Royal Gardens,270000.0,53.4819542,-113.5383332,385674.73,507466.75,629258.77,243584.04000000004,-237466.75,237466.75,87.0,high,
#204 11440 40 Ave AV NW NW,Royal Gardens,105000.0,53.4770109,-113.5281627,111366.06,137985.82,164605.58,53239.51999999999,-32985.82000000001,32985.82000000001,99.0,high,
#303 11420 40 AV NW,Royal Gardens,110000.0,53.4766981,-113.5271965,26890.47,35382.2,43873.93,16983.46,74617.8,-74617.8,87.0,high,
#307 11415 41 AV NW,Royal Gardens,159000.0,53.4771852,-113.5266968,2012022.61,2626250.11,3240477.61,1228454.9999999998,-2467250.11,2467250.11,87.0,high,
#208 11455 41 AV NW,Royal Gardens,104000.0,53.4777004,-113.5288619,291777.76,383918.11,476058.46,184280.7,-279918.11,279918.11,87.0,high,
#102 11455 41 AV NW,Royal Gardens,118000.0,53.4777004,-113.5288619,291777.76,383918.11,476058.46,184280.7,-265918.11,265918.11,87.0,high,
#204 11420 40 AV NW,Royal Gardens,110000.0,53.4766981,-113.5271965,26890.47,35382.2,43873.93,16983.46,74617.8,-74617.8,87.0,high,
10808 34 ST NW,Edmonton Energy And Technology Park,409900.0,53.7027377,-113.3821954,35352.72,46516.74,57680.76,22328.04,363383.26,-363383.26,87.0,high,
#165 3308 113 AV NW,Northwest Industrial,150000.0,53.5618135,-113.7055732,481995.71,662082.02,842168.33,360172.61999999994,-512082.02,512082.02,79.0,medium,
#308 2908 116A AV NW,Rundle Heights,149900.0,53.5688371,-113.3906185,198869.76,261670.74,324471.72,125601.95999999996,-111770.73999999999,111770.73999999999,99.0,high,
#402A 2908 116A AV NW,Rundle Heights,110000.0,53.5688371,-113.3906185,198869.76,261670.74,324471.72,125601.95999999996,-151670.74,151670.74,99.0,high,
#206 11421 34st NW,Rundle Heights,129900.0,53.567407,-113.3924675,122300.69,143831.3,165361.91,43061.22,-13931.299999999988,13931.299999999988,99.0,high,
#611 2908 116A AV NW,Rundle Heights,162000.0,53.5688371,-113.3906185,198869.76,261670.74,324471.72,125601.95999999996,-99670.73999999999,99670.73999999999,99.0,high,
#208 11421 34 ST NW,Edmonton Energy And Technology Park,152900.0,53.7027377,-113.3821954,35352.72,46516.74,57680.76,22328.04,106383.26000000001,-106383.26000000001,87.0,high,
#309 2908 116A AV NW,Rundle Heights,154000.0,53.5688371,-113.3906185,198869.76,261670.74,324471.72,125601.95999999996,-107670.73999999999,107670.73999999999,99.0,high,
#313 2908 116A AV NW,Rundle Heights,115000.0,53.5688371,-113.3906185,198869.76,261670.74,324471.72,125601.95999999996,-146670.74,146670.74,99.0,high,
#512 2908 116A AV NW,Rundle Heights,115000.0,53.5688371,-113.3906185,198869.76,261670.74,324471.72,125601.95999999996,-146670.74,146670.74,99.0,high,
#114 2908 116A AV NW,Rundle Heights,182000.0,53.5688371,-113.3906185,198869.76,261670.74,324471.72,125601.95999999996,-79670.73999999999,79670.73999999999,99.0,high,
2503 227 AV NW NW,Edmonton Energy And Technology Park,19919250.0,53.6867544,-113.3914016,27675.57,36415.22,45154.87,17479.300000000003,19882834.78,-19882834.78,91.0,high,
15772 7 ST NE,Marquis,549900.0,53.6372622,-113.3342195,452741.36,572805.98,692870.6,240129.24,-22905.97999999998,22905.97999999998,96.5,high,
#104 11449 ELLERSLIE RD SW,Rutherford,157750.0,53.4247906,-113.5317475,414115.78,491968.41,569821.04,155705.26,-334218.41,334218.41,99.0,high,
11904 18 AV SW,Rutherford,340000.0,53.4147397,-113.5293161,327511.97,380190.13,432868.29,105356.32,-40190.130000000005,40190.130000000005,99.0,high,
#17 12610 15 AV SW,Summerside,500000.0,53.420038,-113.4554681,430657.27,527115.83,623574.39,192917.12,-27115.829999999958,27115.829999999958,99.0,high,
#110 11453 ELLERSLIE RD SW,Anthony Henday South,225000.0,53.4248984,-113.549923,370314.01,474956.91,579599.81,209285.80000000005,-249956.90999999997,249956.90999999997,87.0,high,
1330 114B ST SW,Rutherford,649000.0,53.4192305,-113.5254052,453065.84,569739.0,686412.16,233346.32,79261.0,-79261.0,99.0,high,
#106 11615 ELLERSLIE RD SW,Rutherford,199999.0,53.4243829,-113.525543,291758.28,383892.48,476026.68,184268.39999999997,-183893.47999999998,183893.47999999998,99.0,high,
#43 903 RUTHERFORD RD SW,Blackmud Creek Neighbourhood,375000.0,53.4210123,-113.5161946,190953.75,236462.28,281970.81,91017.06,138537.72,-138537.72,87.0,high,
#411 1320 RUTHERFORD RD SW,Blackmud Creek Neighbourhood,275000.0,53.4210123,-113.5161946,190953.75,236462.28,281970.81,91017.06,38537.72,-38537.72,87.0,high,
#444 1818 RUTHERFORD RD SW,Blackmud Creek Neighbourhood,228900.0,53.4210123,-113.5161946,190953.75,236462.28,281970.81,91017.06,-7562.279999999999,7562.279999999999,87.0,high,
#419 11808 22 AV SW SW,Summerside,208500.0,53.4127467,-113.4567236,508676.76,639595.06,770513.36,261836.59999999998,-431095.06000000006,431095.06000000006,99.0,high,
1119 114 ST SW,Rutherford,575000.0,53.4215439,-113.5210647,425462.09,508648.22,591834.35,166372.25999999995,66351.78000000003,-66351.78000000003,99.0,high,
1115 61 ST SW,Walker,574000.0,53.4178944,-113.4344896,478849.39,566870.87,654892.35,176042.95999999996,7129.130000000005,-7129.130000000005,99.0,high,
6208 11 AV NW NW,Sakaw,420000.0,53.4395402,-113.4334202,357554.1,436460.84,515367.58,157813.48000000004,-16460.840000000026,16460.840000000026,99.0,high,
1504 62 ST NW,McLeod,329900.0,53.6148865,-113.4373658,381524.24,458999.04,536473.84,154949.59999999998,-129099.03999999998,129099.03999999998,99.0,high,
6217 13 AV NW,Sakaw,519999.0,53.4425858,-113.4342344,315652.05,392637.4,469622.75,153970.7,127361.59999999998,-127361.59999999998,99.0,high,
#19 1415 62 ST NW,McConachie,214988.0,53.6392278,-113.4318821,367718.12,450855.15,533992.18,166274.06000000006,-235867.15000000002,235867.15000000002,99.0,high,
6411 12 AV NW,Sakaw,379900.0,53.441122,-113.437041,318373.59,390718.94,463064.29,144690.69999999995,-10818.940000000002,10818.940000000002,99.0,high,
585 KNOTTWOOD RD W NW,Satoo,227000.0,53.4439677,-113.4629654,267228.54,330506.28,393784.02,126555.48000000004,-103506.28000000003,103506.28000000003,99.0,high,
227 KNOTTWOOD RD N NW,Satoo,399900.0,53.4495384,-113.4517058,386305.58,508296.81,630288.04,243982.46000000002,-108396.81,108396.81,87.0,high,
2011 89 ST NW,Satoo,599900.0,53.4500968,-113.4641851,360763.07,448387.91,536012.75,175249.68,151512.09000000003,-151512.09000000003,99.0,high,
1607 80A ST NW,Satoo,344800.0,53.4478366,-113.4534858,303947.57,362947.17,421946.77,117999.20000000001,-18147.169999999984,18147.169999999984,99.0,high,
712 KNOTTWOOD RD S NW,Satoo,529000.0,53.4425109,-113.4610477,341730.71,411857.78,481984.85,140254.13999999996,117142.21999999997,-117142.21999999997,99.0,high,
1535 80A ST NW,Satoo,430000.0,53.4472112,-113.4544731,311498.25,372451.22,433404.19,121905.94,57548.78000000003,-57548.78000000003,99.0,high,
7128 169 AV NW,Canossa,828888.0,53.6313899,-113.5210723,329628.18,425353.23,521078.28,191450.10000000003,403534.77,-403534.77,99.0,high,
#139 16903 68 ST NW,Terrace Heights,375000.0,53.5388384,-113.4334216,388293.52,510912.53,633531.54,245238.02000000002,-135912.53000000003,135912.53000000003,99.0,high,
6903 173 AV NW,Canossa,774900.0,53.6347391,-113.5211929,375809.56,460354.64,544899.72,169090.15999999997,314545.36,-314545.36,99.0,high,
6855 171 AV NW,Baturyn,799999.0,53.6334136,-113.513948,385788.16,490594.71,595401.26,209613.10000000003,309404.29,-309404.29,99.0,high,
17008 70 ST NW,Terrace Heights,679800.0,53.5433467,-113.4354097,389200.38,488735.96,588271.54,199071.16000000003,191064.03999999998,-191064.03999999998,99.0,high,
#105 16903 68 ST NW,Terrace Heights,389900.0,53.5388384,-113.4334216,388293.52,510912.53,633531.54,245238.02000000002,-121012.53000000003,121012.53000000003,99.0,high,
#27 16903 68 ST NW,Terrace Heights,384900.0,53.5388384,-113.4334216,388293.52,510912.53,633531.54,245238.02000000002,-126012.53000000003,126012.53000000003,99.0,high,
#121 5504 SCHONSEE DR NW,Schonsee,329000.0,53.6335475,-113.460242,217501.0,286185.53,354870.06,137369.06,42814.46999999997,-42814.46999999997,87.0,high,
#125 5504 SCHONSEE DR NW,Schonsee,164900.0,53.6335475,-113.460242,217501.0,286185.53,354870.06,137369.06,-121285.53000000003,121285.53000000003,87.0,high,
17124 68 ST NW,Delwood,679900.0,53.593853,-113.4460949,301071.18,367144.32,433217.46,132146.28000000003,312755.68,-312755.68,99.0,high,
17107 81 ST NW,Cromdale,665000.0,53.5578657,-113.4654248,363771.73,478647.01,593522.29,229750.56000000006,186352.99,-186352.99,99.0,high,
17315 68 ST NW,Delwood,859900.0,53.593853,-113.4460949,301071.18,367144.32,433217.46,132146.28000000003,492755.68,-492755.68,99.0,high,
22652 97 AV NW,Downtown,475000.0,53.5341078,-113.5040963,358922.15,493024.93,627127.71,268205.55999999994,-18024.929999999993,18024.929999999993,79.0,medium,
22030 95A AV NW,La Perle,589400.0,53.5304859,-113.6451971,291123.69,352616.18,414108.67,122984.97999999998,236783.82,-236783.82,99.0,high,
9914 225A ST NW,Secord,599900.0,53.5388407,-113.7044526,514337.15,640237.63,766138.11,251800.95999999996,-40337.630000000005,40337.630000000005,99.0,high,
9323 222 ST NW,Northwest Industrial,494900.0,53.5423496,-113.6999864,1204201.53,1584475.7,1964749.87,760548.3400000001,-1089575.7,1089575.7,87.0,high,
9939 222 ST NW,Secord,639900.0,53.5284821,-113.7005046,377917.78,489277.43,600637.08,222719.29999999993,150622.57,-150622.57,99.0,high,
9376 224 ST NW,Northwest Industrial,549900.0,53.5587922,-113.7027717,1793102.34,2463052.66,3133002.98,1339900.64,-1913152.6600000001,1913152.6600000001,79.0,medium,
9815 225 ST NW,Secord,694900.0,53.5380619,-113.7032326,543665.64,652405.63,761145.62,217479.97999999998,42494.369999999995,-42494.369999999995,99.0,high,
22407 99 AV NW,Forest Heights,675000.0,53.5386562,-113.4540858,478569.99,588064.77,697559.55,218989.56000000006,86935.22999999998,-86935.22999999998,99.0,high,
#52 525 SECORD BV NW,Secord,374998.0,53.5341925,-113.6947623,367312.75,426768.08,486223.41,118910.65999999997,-51770.080000000016,51770.080000000016,99.0,high,
9423 230 ST NW,Secord,598913.0,53.5331337,-113.7125012,456698.22,556555.81,656413.4,199715.18000000005,42357.189999999944,-42357.189999999944,99.0,high,
9307 230 ST NW,Secord,605721.0,53.5347987,-113.7117515,390148.3,505255.16,620362.02,230213.72000000003,100465.84000000003,-100465.84000000003,99.0,high,
9635 225 ST NW,Secord,509900.0,53.5380619,-113.7032326,543665.64,652405.63,761145.62,217479.97999999998,-142505.63,142505.63,99.0,high,
12235 ST ALBERT TR NW,Sherbrooke,420000.0,53.5750937,-113.5521259,345464.33,410587.38,475710.43,130246.09999999998,9412.619999999995,-9412.619999999995,99.0,high,
12803 124 AV NW NW,Dominion Industrial,2200000.0,53.5789892,-113.5719321,2250364.47,3091159.99,3931955.51,1681591.0399999996,-891159.9900000002,891159.9900000002,79.0,medium,
#7 15431 93 AV NW,Sherwood,129900.0,53.5283283,-113.5881619,92851.47,111951.49,131051.51,38200.03999999999,17948.509999999995,-17948.509999999995,99.0,high,
9215 151 ST NW,Rio Terrace Neighbourhood,398000.0,53.5096953,-113.5807996,459763.85,554877.15,649990.45,190226.59999999998,-156877.15000000002,156877.15000000002,99.0,high,
9409 154 ST NW,Rio Terrace Neighbourhood,379900.0,53.5099384,-113.5858694,443378.76,583393.11,723407.46,280028.69999999995,-203493.11,203493.11,99.0,high,
9214 152 ST NW,Rio Terrace Neighbourhood,2499900.0,53.5088825,-113.583114,476581.54,579956.95,683332.36,206750.82,1919943.05,-1919943.05,99.0,high,
15515 92A AV NW,Sherwood,384900.0,53.5275153,-113.5895152,291974.25,384176.64,476379.03,184404.78000000003,723.359999999986,-723.359999999986,99.0,high,
9328 152 ST NW,Rio Terrace Neighbourhood,749900.0,53.5088825,-113.583114,476581.54,579956.95,683332.36,206750.82,169943.05000000005,-169943.05000000005,99.0,high,
13225 47 ST NW,Homesteader,234900.0,53.5857509,-113.4143642,326907.89,391194.12,455480.35,128572.45999999996,-156294.12,156294.12,99.0,high,
13341 47 ST NW,Pylypow Industrial,229900.0,53.4911847,-113.4129682,4213479.47,5787746.52,7362013.57,3148534.1000000006,-5557846.52,5557846.52,79.0,medium,
13251 47 ST NW,Homesteader,242999.0,53.5857509,-113.4143642,326907.89,391194.12,455480.35,128572.45999999996,-148195.12,148195.12,99.0,high,
13279 47 ST NW,Homesteader,230900.0,53.5857509,-113.4143642,326907.89,391194.12,455480.35,128572.45999999996,-160294.12,160294.12,99.0,high,
3120 25 AV NW NW,Silver Berry,549000.0,53.4554113,-113.3858846,424680.56,501551.4,578422.24,153741.68,47448.59999999998,-47448.59999999998,99.0,high,
3335 32 AV NW,Silver Berry,719000.0,53.4621175,-113.3917529,488277.24,642470.05,796662.86,308385.62,76529.94999999995,-76529.94999999995,99.0,high,
3347 24 AV NW,Silver Berry,499000.0,53.4543847,-113.3917115,388341.76,458732.8,529123.84,140782.07999999996,40267.20000000001,-40267.20000000001,99.0,high,
3228 18 st NW,Gorman,565000.0,53.6162141,-113.3690109,334555.06,459553.66,584552.26,249997.2,105446.34000000003,-105446.34000000003,79.0,medium,
#401 400 Silver Berry RD NW,Silver Berry,239900.0,53.4566864,-113.3808407,5301.78,6976.02,8650.26,3348.4800000000005,232923.98,-232923.98,87.0,high,
#78 2503 24 ST NW,Silver Berry,304900.0,53.4565074,-113.3777423,366726.28,430657.55,494588.82,127862.53999999998,-125757.54999999999,125757.54999999999,99.0,high,
3331 26 ST NW,Bannerman,524900.0,53.6042366,-113.3823138,73834.52,93451.04,113067.56,39233.03999999999,431448.96,-431448.96,99.0,high,
2808 25 ST NW,Fraser,439000.0,53.6088616,-113.3786479,323931.13,391199.78,458468.43,134537.3,47800.21999999997,-47800.21999999997,99.0,high,
3010 32 AV NW,Silver Berry,405000.0,53.4623283,-113.382686,392411.85,458888.3,525364.75,132952.90000000002,-53888.29999999999,53888.29999999999,99.0,high,
#21 671 SILVER BERRY RD NW,Silver Berry,265000.0,53.4635763,-113.393518,350606.67,461324.56,572042.45,221435.77999999997,-196324.56,196324.56,87.0,high,
2376 30 AV NW,Silver Berry,350000.0,53.4608543,-113.3771595,329319.26,408653.46,487987.66,158668.39999999997,-58653.46000000002,58653.46000000002,99.0,high,
#320 392 SILVER BERRY RD NW,Silver Berry,214999.0,53.4561303,-113.3789819,294686.07,340006.82,385327.57,90641.5,-125007.82,125007.82,99.0,high,
#26 2115 118 ST NW,Twin Brooks,199000.0,53.4420151,-113.5382441,476674.97,586532.33,696389.69,219714.71999999997,-387532.32999999996,387532.32999999996,99.0,high,
11393 22 AV NW,Skyrattler,249900.0,53.452481,-113.5245331,217836.68,255525.37,293214.06,75377.38,-5625.369999999995,5625.369999999995,87.0,high,
#50 2204 118 ST NW,Twin Brooks,196900.0,53.4419782,-113.5383572,411440.24,517065.53,622690.82,211250.57999999996,-320165.53,320165.53,99.0,high,
1186 saddleback RD NW,Skyrattler,179900.0,53.4493085,-113.5204111,169765.18,205165.62,240566.06,70800.88,-25265.619999999995,25265.619999999995,87.0,high,
11357 22 AV NW,Skyrattler,264000.0,53.4524782,-113.5241528,217860.16,255552.91,293245.66,75385.49999999997,8447.089999999997,-8447.089999999997,87.0,high,
2031 SADDLEBACK RD NW,Skyrattler,199500.0,53.4490992,-113.5187972,162373.08,191726.07,221079.06,58705.98000000001,7773.929999999993,-7773.929999999993,87.0,high,
#33 2204 118 ST NW,Twin Brooks,219900.0,53.4419782,-113.5383572,411440.24,517065.53,622690.82,211250.57999999996,-297165.53,297165.53,99.0,high,
22614 99A AV NW,Place LaRue,574900.0,53.5378546,-113.6234202,260831.92,343199.89,425567.86,164735.93999999997,231700.11,-231700.11,87.0,high,
9846 225A ST NW,Secord,675000.0,53.5388407,-113.7044526,514337.15,640237.63,766138.11,251800.95999999996,34762.369999999995,-34762.369999999995,99.0,high,
22646 99A AV NW,Place LaRue,529900.0,53.5378546,-113.6234202,260831.92,343199.89,425567.86,164735.93999999997,186700.11,-186700.11,87.0,high,
22522 98A AV NW,Cloverdale,615000.0,53.5387577,-113.4747829,1337.55,1759.94,2182.33,844.78,613240.06,-613240.06,99.0,high,
22603 98 AV NW,Forest Heights,499900.0,53.5375396,-113.4520988,379433.61,482672.49,585911.37,206477.76,17227.51000000001,-17227.51000000001,87.0,high,
9919 226 ST NW,Kinglet Gardens,549900.0,53.5737802,-113.7061865,720605.75,896716.87,1072827.99,352222.24,-346816.87,346816.87,87.0,high,
#104 1945 105 ST NW,Downtown,110000.0,53.5458474,-113.501238,207012.33,272384.65,337756.97,130744.63999999998,-162384.65000000002,162384.65000000002,99.0,high,
#805 2755 109 ST NW,Spruce Avenue,409900.0,53.5721671,-113.5077145,2172381.56,2858396.79,3544412.02,1372030.46,-2448496.79,2448496.79,87.0,high,
10815 BEARSPAW DR E NW NW,Yellowbird,969900.0,53.4447464,-113.5068745,642535.41,845441.33,1048347.25,405811.83999999997,124458.67000000004,-124458.67000000004,99.0,high,
675 MCALLISTER LO SW,South Edmonton Common,399286.0,53.4313075,-113.5223438,315257.38,366725.39,418193.4,102936.02000000002,32560.609999999986,-32560.609999999986,99.0,high,
11231 12 AV NW,Twin Brooks,429000.0,53.4428765,-113.5243353,435248.82,558485.18,681721.54,246472.72000000003,-129485.18000000005,129485.18000000005,87.0,high,
#421 10511 19 AV NW NW,Laurel,169500.0,53.4498198,-113.3880925,410816.14,538674.24,666532.34,255716.19999999995,-369174.24,369174.24,99.0,high,
#410 2420 108 ST NW,Ermineskin,259000.0,53.4553501,-113.5079941,188861.42,232345.07,275828.72,86967.29999999996,26654.929999999993,-26654.929999999993,99.0,high,
1057 109 ST NW,Lauderdale,384900.0,53.5907939,-113.5084335,358264.97,428680.42,499095.87,140830.90000000002,-43780.419999999984,43780.419999999984,99.0,high,
1035 109 ST NW,Blatchford,372500.0,53.5721671,-113.5077145,1888795.16,2485256.79,3081718.42,1192923.26,-2112756.79,2112756.79,95.0,high,
#6211 7331 SOUTH TERWILLEGAR DR NW,South Terwillegar,207900.0,53.4409274,-113.5764775,443147.3,527896.01,612644.72,169497.41999999998,-319996.01,319996.01,99.0,high,
#1309 7339 SOUTH TERWILLEGAR DR NW,South Terwillegar,205000.0,53.4409274,-113.5764775,443147.3,527896.01,612644.72,169497.41999999998,-322896.01,322896.01,99.0,high,
#1110 7339 SOUTH TERWILLEGAR DR NW,South Terwillegar,199999.0,53.4409274,-113.5764775,443147.3,527896.01,612644.72,169497.41999999998,-327897.01,327897.01,99.0,high,
#3118 9351 Simpson DR NW,South Terwillegar,199900.0,53.4367259,-113.5863302,373529.34,438856.14,504182.94,130653.59999999998,-238956.14,238956.14,99.0,high,
6712 SPEAKER PL NW,South Terwillegar,598800.0,53.4417479,-113.5756448,476626.03,568002.73,659379.43,182753.40000000002,30797.27000000002,-30797.27000000002,99.0,high,
#60 1128 156 ST NW,Terwillegar Towne,358000.0,53.4464624,-113.590134,741070.08,1017953.41,1294836.74,553766.66,-659953.41,659953.41,79.0,medium,
#80 1623 TOWNE CENTRE BV NW,South Terwillegar,339888.0,53.441152,-113.5779149,450869.33,540813.64,630757.95,179888.61999999994,-200925.64,200925.64,99.0,high,
#1410 7339 SOUTH TERWILLEGAR DR NW,South Terwillegar,224000.0,53.4409274,-113.5764775,443147.3,527896.01,612644.72,169497.41999999998,-303896.01,303896.01,99.0,high,
#1123 9363 SIMPSON DR NW,South Terwillegar,178800.0,53.4367259,-113.5863302,373529.34,438856.14,504182.94,130653.59999999998,-260056.14,260056.14,99.0,high,
9051 SCOTT CR NW,South Terwillegar,410000.0,53.4345832,-113.5821854,302531.46,366401.26,430271.06,127739.59999999998,43598.73999999999,-43598.73999999999,99.0,high,
#7 11718 97 ST NW,Delton,260000.0,53.5768385,-113.4913916,343180.68,451553.53,559926.38,216745.7,-191553.53000000003,191553.53000000003,99.0,high,
11306 105 ST NW,Spruce Avenue,519000.0,53.5629967,-113.5015078,396910.08,522250.11,647590.14,250680.06,-3250.109999999986,3250.109999999986,99.0,high,
11321 101 ST NW,Spruce Avenue,288000.0,53.5633899,-113.493355,236250.23,310855.57,385460.91,149210.67999999996,-22855.570000000007,22855.570000000007,99.0,high,
11515 101 ST NW,Spruce Avenue,314900.0,53.5662742,-113.4932954,245373.5,322859.87,400346.24,154972.74,-7959.869999999995,7959.869999999995,99.0,high,
11112 97ST NW,Spruce Avenue,200000.0,53.5594538,-113.4923479,169084.94,217871.27,266657.6,97572.65999999997,-17871.26999999999,17871.26999999999,99.0,high,
11424 105 ST NW,Spruce Avenue,414900.0,53.5652952,-113.5015182,332535.12,421808.67,511082.22,178547.09999999998,-6908.669999999984,6908.669999999984,99.0,high,
#24 1391 STARLING DR NW,Starling,335000.0,53.594762,-113.6524817,16861.03,22185.56,27510.09,10649.060000000001,312814.44,-312814.44,99.0,high,
3419 CHICKADEE DR NW,Starling,889900.0,53.5933969,-113.6606056,483934.39,585843.65,687752.91,203818.52000000002,304056.35,-304056.35,99.0,high,
3864 ROBINS CR NW,Starling,615000.0,53.5957778,-113.6614444,461727.02,578463.65,695200.28,233473.26,36536.34999999998,-36536.34999999998,99.0,high,
2133 BLUE JAY PT NW,Starling,675000.0,53.5959449,-113.6543447,495777.83,624421.38,753064.93,257287.10000000003,50578.619999999995,-50578.619999999995,99.0,high,
10522 30 AV NW,Silver Berry,659900.0,53.4605845,-113.3852699,371172.81,447921.68,524670.55,153497.74000000005,211978.32,-211978.32,99.0,high,
3010 108 ST NW,Steinhauer,348000.0,53.4617269,-113.5089285,196324.11,245191.9,294059.69,97735.58000000002,102808.1,-102808.1,87.0,high,
3103 109 ST NW,Rosslyn,263900.0,53.5930025,-113.5084125,230245.12,275053.13,319861.14,89616.02000000002,-11153.130000000005,11153.130000000005,99.0,high,
20503 99 AV NW,Riverdale,649900.0,53.5409626,-113.4693416,265447.69,349273.28,433098.87,167651.18,300626.72,-300626.72,87.0,high,
9876 206 ST NW NW,The Hamptons,525000.0,53.4869607,-113.6760008,469407.78,561034.09,652660.4,183252.62,-36034.08999999997,36034.08999999997,99.0,high,
9727 205 ST NW,Northwest Industrial,720000.0,53.5570354,-113.6737255,1204167.8,1654076.65,2103985.5,899817.7,-934076.6499999999,934076.6499999999,79.0,medium,
20741 98A AV NW,Cloverdale,588000.0,53.5387577,-113.4747829,1337.55,1759.94,2182.33,844.78,586240.06,-586240.06,99.0,high,
20641 97A AV NW,Ottewell,655000.0,53.5377334,-113.423955,347535.15,457283.09,567031.03,219495.88,197716.90999999997,-197716.90999999997,99.0,high,
2012 210 ST NW,The Uplands,569000.0,53.4562248,-113.6804704,417510.26,549355.6,681200.94,263690.67999999993,19644.400000000023,-19644.400000000023,99.0,high,
1516 206 ST NW,The Hamptons,665990.0,53.4869607,-113.6760008,469407.78,561034.09,652660.4,183252.62,104955.91000000003,-104955.91000000003,99.0,high,
840 STILLWATER BV NW,Stillwater,636990.0,53.4508665,-113.673044,290844.74,382690.45,474536.16,183691.41999999998,254299.55,-254299.55,99.0,high,
