neighbourhood,price,address,beds,baths,sqft,listing_url,raw_text
Alberta Avenue,"$260,000",,,,1773,https://www.realtor.ca/real-estate/29558479/7-11718-97-st-nw-edmonton-spruce-avenue,"CAD Sign In My Account My Settings My Hidden Listings Email Notification Settings Sign Out EN FR Find a Home Find a REALTOR® Location Name Office Resources and Tools Mortgage Options Payment Calculator Refinance Calculator Land Transfer Tax Calculator Affordability Calculator Living Room Blog Home Real Estate 101 Market Trends Buying or Selling REAL Stories Neighbourhood Guides Home Improvements and Design Map List Transaction Type For sale Min Price Min Price Max Price Max Price Beds Beds Baths Baths Filters Save Search Results: 199 Listings Sort By Newest Oldest Lowest price Highest price Newest $260,000 #7 11718 97 ST NW, Edmonton, Alberta 3 2 1773 sqft 1 day ago $539,900 12309 91 ST NW NW, Edmonton, Alberta 6 4 1608 sqft 1 day ago Apr 5 $199,000 10927 93 ST NW NW, Edmonton, Alberta 2 1 734 sqft 2 days ago $539,900 12307 91 st NW NW, Edmonton, Alberta 6 4 1613 sqft 2 days ago $200,000 11608 91 ST NW, Edmonton, Alberta 2 1 772 sqft 2 days ago $240,000 11729 86 ST NW, Edmonton, Alberta 2 1 973 sqft 2 days ago $89,900 #18 10812 115 ST NW, Edmonton, Alberta 1 1 667 sqft 3 days ago $265,000 11912 77 ST NW, Edmonton, Alberta 3 1 794 sqft 3 days ago $569,000 11124 110a Avenue, Edmonton, Alberta 2 + 1 4 1811 sqft 4 days ago $335,000 12072 95 ST NW, Edmonton, Alberta 4 days ago $765,000 Address not available 3 4 2077 sqft 4 days ago $249,900 11320 89 ST NW, Edmonton, Alberta 1 3 1399 sqft 4 days ago 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 1 of 17 11 8 5 7 3 7 13 6 1 3 2 3 4 4 8 10 3 6 2 10 6 2 10 12 3 4 3 3 6 3 1 9 9 2 3 2 1 Map Satellite Schools Schools TYPE Public Private LEVEL Elementary Secondary LANGUAGE English French Other Lifestyle Lifestyle Pedestrian friendly Transit friendly Car friendly Groceries Elementary schools High schools Daycares Restaurants Coffee Shops Nightlife Shopping Quiet Vibrancy Keyboard shortcuts Map data ©2026 Google Terms Report a map error Draw Search within boundary Show more listings Remove Boundary Draw your boundary Find a REALTOR® Create an Account Commercial Resources Tips for Buyers Tips for Sellers Canada Real Estate Living Room Blog About REALTOR.ca REALTOR.ca DDF® About CREA REALTOR® Code of Ethics REALTORS Care® Send Feedback Contact Us Privacy Policy Terms of Use Accessibility Careers Download the REALTOR.ca app Stay Connected Trusted listings from REALTOR® Agents. The MLS® mark and associated logos identify professional services rendered by REALTOR® members of CREA to effect the purchase, sale and lease of real estate as part of a cooperative selling system. ©2026 REALTOR.ca Canada Inc. All rights reserved. The trademarks REALTOR®, REALTORS® and the REALTOR® logo are controlled by CREA and identify real estate professionals who are members of CREA."
Alberta Avenue,"$260,000",,,,1773,,"$260,000 #7 11718 97 ST NW, Edmonton, Alberta 3 2 1773 sqft"
Alberta Avenue,"$539,900",,,,1608,https://www.realtor.ca/real-estate/29558457/12309-91-st-nw-nw-edmonton-delton,"$539,900 12309 91 ST NW NW, Edmonton, Alberta 6 4 1608 sqft 1 day ago"
Alberta Avenue,"$199,000",,,,734,https://www.realtor.ca/real-estate/29556725/10927-93-st-nw-nw-edmonton-mccauley,"Apr 5 $199,000 10927 93 ST NW NW, Edmonton, Alberta 2 1 734 sqft 2 days ago"
Alberta Avenue,"$539,900",,,,1613,https://www.realtor.ca/real-estate/29556570/12307-91-st-nw-nw-edmonton-delton,"$539,900 12307 91 st NW NW, Edmonton, Alberta 6 4 1613 sqft 2 days ago"
Alberta Avenue,"$200,000",,,,772,https://www.realtor.ca/real-estate/29555853/11608-91-st-nw-edmonton-alberta-avenue,"$200,000 11608 91 ST NW, Edmonton, Alberta 2 1 772 sqft 2 days ago"
Alberta Avenue,"$240,000",,,,973,https://www.realtor.ca/real-estate/29555191/11729-86-st-nw-edmonton-parkdale-edmonton,"$240,000 11729 86 ST NW, Edmonton, Alberta 2 1 973 sqft 2 days ago"
Alberta Avenue,"$89,900",,,,667,https://www.realtor.ca/real-estate/29549653/18-10812-115-st-nw-edmonton-queen-mary-park,"$89,900 #18 10812 115 ST NW, Edmonton, Alberta 1 1 667 sqft 3 days ago"
Alberta Avenue,"$265,000",,,,794,https://www.realtor.ca/real-estate/29548096/11912-77-st-nw-edmonton-eastwood,"$265,000 11912 77 ST NW, Edmonton, Alberta 3 1 794 sqft 3 days ago"
Alberta Avenue,"$569,000",,,,1811,https://www.realtor.ca/real-estate/29542899/11124-110a-avenue-edmonton-queen-mary-park,"$569,000 11124 110a Avenue, Edmonton, Alberta 2 + 1 4 1811 sqft 4 days ago"
Alberta Avenue,"$335,000",,,,,https://www.realtor.ca/real-estate/29541260/12072-95-st-nw-edmonton-delton,"$335,000 12072 95 ST NW, Edmonton, Alberta 4 days ago"
Alberta Avenue,"$765,000",,,,2077,https://www.realtor.ca/real-estate/29540897/edmonton,"$765,000 Address not available 3 4 2077 sqft 4 days ago"
Alberta Avenue,"$249,900",,,,1399,https://www.realtor.ca/real-estate/29540896/11320-89-st-nw-edmonton-alberta-avenue,"$249,900 11320 89 ST NW, Edmonton, Alberta 1 3 1399 sqft 4 days ago"
Alces,"$254,900",,,,1190,https://www.realtor.ca/real-estate/29557359/37-1411-mill-woods-rd-e-nw-edmonton-crawford-plains,"CAD Sign In My Account My Settings My Hidden Listings Email Notification Settings Sign Out EN FR Find a Home Find a REALTOR® Location Name Office Resources and Tools Mortgage Options Payment Calculator Refinance Calculator Land Transfer Tax Calculator Affordability Calculator Living Room Blog Home Real Estate 101 Market Trends Buying or Selling REAL Stories Neighbourhood Guides Home Improvements and Design Map List Transaction Type For sale Min Price Min Price Max Price Max Price Beds Beds Baths Baths Filters Save Search Results: 130 Listings Sort By Newest Oldest Lowest price Highest price Newest $254,900 #37 1411 MILL WOODS RD E NW, Edmonton, Alberta 3 3 1190 sqft 1 day ago $450,000 385 Charlesworth Drive SW, Edmonton, Alberta 3 3 1440 sqft 1 day ago $519,800 260 24 ST SW SW, Edmonton, Alberta 4 3 1485 sqft 2 days ago $839,000 1815 17 AV NW, Edmonton, Alberta 5 4 2801 sqft 2 days ago $470,000 725 36 ST SW, Edmonton, Alberta 3 3 1564 sqft 3 days ago $346,900 #55 2803 14 AV NW NW, Edmonton, Alberta 3 3 1564 sqft 3 days ago $224,900 #103 3353 16A AV NW, Edmonton, Alberta 2 2 818 sqft 3 days ago Apr 5 $259,999 1706 37 ST NW, Edmonton, Alberta 3 2 1145 sqft 3 days ago $409,999 3008 17 AV AV NW NW, Edmonton, Alberta 3 3 1333 sqft 3 days ago $245,000 #12 1411 MILL WOODS RD E NW, Edmonton, Alberta 3 2 1087 sqft 3 days ago $395,900 2929 16A AV NW, Edmonton, Alberta 3 3 1480 sqft 4 days ago $529,900 266 CHARLESWORTH DR SW, Edmonton, Alberta 4 4 1666 sqft 4 days ago 1 2 3 4 5 6 7 8 9 10 11 1 of 11 1 1 3 8 1 9 9 32 12 2 16 8 12 6 2 7 1 Map Satellite Schools Schools TYPE Public Private LEVEL Elementary Secondary LANGUAGE English French Other Lifestyle Lifestyle Pedestrian friendly Transit friendly Car friendly Groceries Elementary schools High schools Daycares Restaurants Coffee Shops Nightlife Shopping Quiet Vibrancy Keyboard shortcuts Map data ©2026 Google Terms Report a map error Draw Search within boundary Show more listings Remove Boundary Draw your boundary Find a REALTOR® Create an Account Commercial Resources Tips for Buyers Tips for Sellers Canada Real Estate Living Room Blog About REALTOR.ca REALTOR.ca DDF® About CREA REALTOR® Code of Ethics REALTORS Care® Send Feedback Contact Us Privacy Policy Terms of Use Accessibility Careers Download the REALTOR.ca app Stay Connected Trusted listings from REALTOR® Agents. The MLS® mark and associated logos identify professional services rendered by REALTOR® members of CREA to effect the purchase, sale and lease of real estate as part of a cooperative selling system. ©2026 REALTOR.ca Canada Inc. All rights reserved. The trademarks REALTOR®, REALTORS® and the REALTOR® logo are controlled by CREA and identify real estate professionals who are members of CREA."
Alces,"$254,900",,,,1190,,"$254,900 #37 1411 MILL WOODS RD E NW, Edmonton, Alberta 3 3 1190 sqft"
Alces,"$450,000",,,,1440,https://www.realtor.ca/real-estate/29556805/385-charlesworth-drive-sw-edmonton-charlesworth,"$450,000 385 Charlesworth Drive SW, Edmonton, Alberta 3 3 1440 sqft 1 day ago"
Alces,"$519,800",,,,1485,https://www.realtor.ca/real-estate/29555072/260-24-st-sw-sw-edmonton-alces,"$519,800 260 24 ST SW SW, Edmonton, Alberta 4 3 1485 sqft 2 days ago"
Alces,"$839,000",,,,2801,https://www.realtor.ca/real-estate/29553372/1815-17-av-nw-edmonton-laurel,"$839,000 1815 17 AV NW, Edmonton, Alberta 5 4 2801 sqft 2 days ago"
Alces,"$470,000",,,,1564,https://www.realtor.ca/real-estate/29552522/725-36-st-sw-edmonton-charlesworth,"$470,000 725 36 ST SW, Edmonton, Alberta 3 3 1564 sqft 3 days ago"
Alces,"$346,900",,,,1564,https://www.realtor.ca/real-estate/29550122/55-2803-14-av-nw-nw-edmonton-laurel,"$346,900 #55 2803 14 AV NW NW, Edmonton, Alberta 3 3 1564 sqft 3 days ago"
Alces,"$224,900",,,,818,https://www.realtor.ca/real-estate/29549660/103-3353-16a-av-nw-edmonton-laurel,"$224,900 #103 3353 16A AV NW, Edmonton, Alberta 2 2 818 sqft 3 days ago"
