address,beds,baths,square_footage,price,link,neighborhood,lat,long
#12 Cliff Crescent NW,2,1,1016,"$45,900",https://www.realtor.ca/real-estate/29524729/12-cliff-crescent-nw-edmonton-maple-ridge-edmonton,South Industrial District,53.4980507,-113.3614671
215 Oak Wood Drive NW,3,2,1216,"$159,900",https://www.realtor.ca/real-estate/29480664/215-oak-wood-drive-nw-edmonton-maple-ridge-edmonton,South Industrial District,53.5035925,-113.3657738
407 Oak Wood CR NW,3,2,1502,"$159,900",https://www.realtor.ca/real-estate/29461350/407-oak-wood-cr-nw-edmonton-maple-ridge-edmonton,South Industrial District,53.5052680,-113.3630534
106 oakwood RD NW,3,2,1206,"$119,000",https://www.realtor.ca/real-estate/29440226/106-oakwood-rd-nw-edmonton-maple-ridge-edmonton,Maple Ridge,53.5043109,-113.3647435
245 Oak Wood Drive NW NW,3,2,1117,"$159,900",https://www.realtor.ca/real-estate/29262321/245-oak-wood-drive-nw-nw-edmonton-maple-ridge-edmonton,South Industrial District,53.5035925,-113.3657738
2 Cliff CR NW,2,2,1020,"$124,900",https://www.realtor.ca/real-estate/29230023/2-cliff-cr-nw-edmonton-maple-ridge-edmonton,South Industrial District,53.4980507,-113.3614671
25 Ridgeway Drive NW,3,1,924,"$129,900",https://www.realtor.ca/real-estate/29038180/25-ridgeway-drive-nw-edmonton-maple-ridge-edmonton,South Industrial District,53.5024240,-113.3627263
67 Ridgeway Dr NW,3,2,1152,"$137,500",https://www.realtor.ca/real-estate/28910087/67-ridgeway-dr-nw-edmonton-maple-ridge-edmonton,South Industrial District,53.5024694,-113.3581731
#301 9707 105 ST NW,2,2,1130,"$299,000",https://www.realtor.ca/real-estate/29556572/301-9707-105-st-nw-edmonton-downtown-edmonton,Rosslyn,53.5941775,-113.5007290
#311 9640 105 ST NW,2,2,959,"$269,900",https://www.realtor.ca/real-estate/29556340/311-9640-105-st-nw-edmonton-rossdale,Rossdale,53.5336166,-113.5015998
#1203 9720 106 ST NW,1,1,591,"$245,000",https://www.realtor.ca/real-estate/29528978/1203-9720-106-st-nw-edmonton-downtown-edmonton,Spruce Avenue,53.5700694,-113.5017374
#203 9707 106 ST NW,2,2,1035,"$264,999",https://www.realtor.ca/real-estate/29527149/203-9707-106-st-nw-edmonton-downtown-edmonton,Downtown,53.5343483,-113.5027663
#606 9720 106 ST NW,2,2,1154,"$515,000",https://www.realtor.ca/real-estate/29522063/606-9720-106-st-nw-edmonton-downtown-edmonton,Downtown,53.5346258,-113.5030747
#1206 9819 104 ST NW,2,2,1252,"$269,900",https://www.realtor.ca/real-estate/29519589/1206-9819-104-st-nw-edmonton-downtown-edmonton,Downtown,53.5363952,-113.4987740
#415 10503 98 AV NW,2,2,913,"$189,500",https://www.realtor.ca/real-estate/29513978/415-10503-98-av-nw-edmonton-downtown-edmonton,Downtown,53.5355182,-113.5013950
#1403 9725 106 ST NW,1,1,762,"$160,000",https://www.realtor.ca/real-estate/29505360/1403-9725-106-st-nw-edmonton-downtown-edmonton,Spruce Avenue,53.5700694,-113.5017374
#2504 9720 106 ST NW,2,2,1464,"$799,900",https://www.realtor.ca/real-estate/29498532/2504-9720-106-st-nw-edmonton-downtown-edmonton,Spruce Avenue,53.5700694,-113.5017374
#503 9720 106 ST NW,1,1,593,"$259,800",https://www.realtor.ca/real-estate/29488174/503-9720-106-st-nw-edmonton-downtown-edmonton,Downtown,53.5346258,-113.5030747
#704 9707 105 ST NW,2,2,1211,"$269,999",https://www.realtor.ca/real-estate/29487213/704-9707-105-st-nw-edmonton-downtown-edmonton,Rosslyn,53.5941775,-113.5007290
#304 9819 104 ST NW,2,2,873,"$225,000",https://www.realtor.ca/real-estate/29482560/304-9819-104-st-nw-edmonton-downtown-edmonton,Downtown,53.5363952,-113.4987740
6247 162B AV NW,3,3,1402,"$495,000",https://www.realtor.ca/real-estate/29550267/6247-162b-av-nw-edmonton-matt-berry,Matt Berry,53.6248667,-113.4326966
#424 5951 165 AV NW,1,1,552,"$147,500",https://www.realtor.ca/real-estate/29543613/424-5951-165-av-nw-edmonton-matt-berry,Carlton,53.6267010,-113.5538900
5938 162B AV NW,4,3,1224,"$375,000",https://www.realtor.ca/real-estate/29519823/5938-162b-av-nw-edmonton-matt-berry,Matt Berry,53.6248972,-113.4298557
15815 63 ST NW,4,4,1904,"$525,000",https://www.realtor.ca/real-estate/29488886/15815-63-st-nw-edmonton-matt-berry,Fulton Place,53.5427462,-113.4293977
6018 156 AV NW,5,3,2344,"$459,900",https://www.realtor.ca/real-estate/29452885/6018-156-av-nw-edmonton-matt-berry,Matt Berry,53.6182992,-113.4331996
#105 5951 165 AV NW,2,2,832,"$184,900",https://www.realtor.ca/real-estate/29189702/105-5951-165-av-nw-edmonton-matt-berry,Carlton,53.6267010,-113.5538900
#111 5951 165 AV NW,2,2,800,"$189,900",https://www.realtor.ca/real-estate/29106839/111-5951-165-av-nw-edmonton-matt-berry,Carlton,53.6267010,-113.5538900
2636 62 ST SW,3,3,1635,"$489,900",https://www.realtor.ca/real-estate/29523274/2636-62-st-sw-edmonton-mattson,Charlesworth,53.4310213,-113.4363415
2638 62 ST SW,3,3,1448,"$474,900",https://www.realtor.ca/real-estate/29519983/2638-62-st-sw-edmonton-mattson,Charlesworth,53.4310213,-113.4363415
6404 27 AV SW,3,3,1641,"$499,900",https://www.realtor.ca/real-estate/29516601/6404-27-av-sw-edmonton-mattson,Mattson,53.4084866,-113.4365904
6411 27 AV SW,3,3,2140,"$625,900",https://www.realtor.ca/real-estate/29471274/6411-27-av-sw-edmonton-mattson,Mattson,53.4084866,-113.4365904
#46 710 Mattson DR SW,3,3,1416,"$389,900",https://www.realtor.ca/real-estate/29465296/46-710-mattson-dr-sw-edmonton-mattson,Mattson,53.4078504,-113.4361767
2632 62 ST SW,3,3,1457,"$459,900",https://www.realtor.ca/real-estate/29459627/2632-62-st-sw-edmonton-mattson,Charlesworth,53.4310213,-113.4363415
2637 62 ST SW,3,3,1397,"$479,900",https://www.realtor.ca/real-estate/29459579/2637-62-st-sw-edmonton-mattson,Charlesworth,53.4310213,-113.4363415
752 MATTSON DR SW,3,3,1629,"$499,900",https://www.realtor.ca/real-estate/29419667/752-mattson-dr-sw-edmonton-mattson,Mattson,53.4078504,-113.4361767
2635 62 ST SW,3,3,1441,"$469,900",https://www.realtor.ca/real-estate/29376050/2635-62-st-sw-edmonton-mattson,Charlesworth,53.4310213,-113.4363415
772 MATTSON DR SW,3,3,1520,"$479,900",https://www.realtor.ca/real-estate/29349297/772-mattson-dr-sw-edmonton-mattson,Mattson,53.4078504,-113.4361767
6235 29 AV SW,4,3,1886,"$556,395",https://www.realtor.ca/real-estate/29341391/6235-29-av-sw-edmonton-mattson,Mattson,53.4065652,-113.4362232
762 MATTSON DR SW,4,3,1754,"$519,900",https://www.realtor.ca/real-estate/29324398/762-mattson-dr-sw-edmonton-mattson,Mattson,53.4078504,-113.4361767
16131 109A AV NW,5,2,1078,"$499,000",https://www.realtor.ca/real-estate/29545861/16131-109a-av-nw-edmonton-mayfield,Mayfield,53.5544247,-113.5994761
16165 109 AV NW NW,3,1,950,"$319,000",https://www.realtor.ca/real-estate/29519974/16165-109-av-nw-nw-edmonton-mayfield,Spruce Avenue,53.5616058,-113.5091605
16131 109 AV NW,3,1,1021,"$339,500",https://www.realtor.ca/real-estate/29519671/16131-109-av-nw-edmonton-mayfield,Mayfield,53.5535389,-113.6000494
16101 107A AV NW,5,2,1062,"$409,900",https://www.realtor.ca/real-estate/29499705/16101-107a-av-nw-edmonton-mayfield,Mayfield,53.5518073,-113.6006146
10938 157 ST NW,4,4,1856,"$667,999",https://www.realtor.ca/real-estate/29457472/10938-157-st-nw-edmonton-mayfield,Mayfield,53.5547416,-113.5915160
10832 163 ST NW,5,2,1008,"$469,900",https://www.realtor.ca/real-estate/29433752/10832-163-st-nw-edmonton-mayfield,Mayfield,53.5535214,-113.6025462
10913 159 ST NW,4,4,1634,"$575,000",https://www.realtor.ca/real-estate/29298654/10913-159-st-nw-edmonton-mayfield,Mayfield,53.5525005,-113.5957176
15911 108 AV NW,3,2,1001,"$399,900",https://www.realtor.ca/real-estate/29007438/15911-108-av-nw-edmonton-mayfield,Mayfield,53.5526390,-113.5961408
16507 81 ST NW,5,3,1306,"$570,000",https://www.realtor.ca/real-estate/29483200/16507-81-st-nw-edmonton-mayliewan,Cromdale,53.5578657,-113.4654248
16407 81 ST NW,4,2,1392,"$524,900",https://www.realtor.ca/real-estate/29256799/16407-81-st-nw-edmonton-mayliewan,Kilkenny,53.6087427,-113.4663141
10927 93 ST NW NW,2,1,734,"$199,000",https://www.realtor.ca/real-estate/29556725/10927-93-st-nw-nw-edmonton-mccauley,McCauley,53.5576201,-113.4819829
10734 93 ST NW,4,2,1576,"$274,900",https://www.realtor.ca/real-estate/29535503/10734-93-st-nw-edmonton-mccauley,McCauley,53.5543257,-113.4803111
9544 110 Avenue NW,,,,"$420,000",https://www.realtor.ca/real-estate/29512541/9544-110-avenue-nw-edmonton,McCauley,53.5579060,-113.4879586
9526 109A AV NW,3,3,1428,"$419,900",https://www.realtor.ca/real-estate/29512038/9526-109a-av-nw-edmonton-mccauley,McCauley,53.5571900,-113.4866929
10643 98 Street,,,,"$888,888",https://www.realtor.ca/real-estate/29488439/10643-98-street-edmonton,McCauley,53.5509271,-113.4902621
10951 96 ST NW NW,4,2,771,"$285,000",https://www.realtor.ca/real-estate/29473898/10951-96-st-nw-nw-edmonton-mccauley,McCauley,53.5576480,-113.4879422
10928 92 ST NW,2,1,885,"$216,900",https://www.realtor.ca/real-estate/29470928/10928-92-st-nw-edmonton-mccauley,McCauley,53.5578009,-113.4813607
9638 106 AV NW,6,3,1291,"$350,000",https://www.realtor.ca/real-estate/29449073/9638-106-av-nw-edmonton-mccauley,McCauley,53.5505301,-113.4872463
10917 96 ST NW,4,2,813,"$259,900",https://www.realtor.ca/real-estate/29418258/10917-96-st-nw-edmonton-mccauley,McCauley,53.5576480,-113.4879422
10803 93 ST NW,1,1,1188,"$269,900",https://www.realtor.ca/real-estate/29412479/10803-93-st-nw-edmonton-mccauley,Northmount,53.6016924,-113.4846952
10730 92 ST NW,3,2,1201,"$210,000",https://www.realtor.ca/real-estate/29409794/10730-92-st-nw-edmonton-mccauley,McCauley,53.5544620,-113.4792054
10933 93 ST NW,2,1,868,"$149,900",https://www.realtor.ca/real-estate/29389867/10933-93-st-nw-edmonton-mccauley,McCauley,53.5577140,-113.4820440
6226 172A AV NW,5,3,2326,"$679,500",https://www.realtor.ca/real-estate/29556999/6226-172a-av-nw-edmonton-mcconachie-area,Schonsee,53.6339964,-113.4521980
17534 60A ST NW,7,4,2475,"$689,000",https://www.realtor.ca/real-estate/29549779/17534-60a-st-nw-edmonton-mcconachie-area,Hillview,53.4732146,-113.4286884
6298 180 AV NW,3,3,1825,"$559,900",https://www.realtor.ca/real-estate/29549635/6298-180-av-nw-edmonton-mcconachie-area,Elsinore,53.6428075,-113.4982276
1424 MCCONACHIE BV NW,3,3,1247,"$399,000",https://www.realtor.ca/real-estate/29546290/1424-mcconachie-bv-nw-edmonton-mcconachie-area,McConachie,53.6398072,-113.4362233
16720 61 ST NW,4,4,2081,"$629,000",https://www.realtor.ca/real-estate/29528815/16720-61-st-nw-edmonton-mcconachie-area,McConachie,53.6303111,-113.4345621
#79 17635 58 ST NW,3,3,1469,"$370,000",https://www.realtor.ca/real-estate/29523532/79-17635-58-st-nw-edmonton-mcconachie-area,Montrose,53.5774536,-113.4306851
#207 1080 Mcconachie BV NW NW,2,1,667,"$145,000",https://www.realtor.ca/real-estate/29522120/207-1080-mcconachie-bv-nw-nw-edmonton-mcconachie-area,McConachie,53.6352712,-113.4270413
17630 61A ST NW,3,3,1583,"$464,900",https://www.realtor.ca/real-estate/29520311/17630-61a-st-nw-edmonton-mcconachie-area,McLeod,53.6091670,-113.4363464
6307 175 AV NW,3,3,1830,"$592,600",https://www.realtor.ca/real-estate/29517778/6307-175-av-nw-edmonton-mcconachie-area,Elsinore,53.6379708,-113.4935594
5732 168 AV NW NW,3,3,1711,"$545,000",https://www.realtor.ca/real-estate/29515854/5732-168-av-nw-nw-edmonton-mcconachie-area,Aldergrove,53.5177033,-113.6454710
6109 175A AV NW,4,4,2384,"$635,000",https://www.realtor.ca/real-estate/29514091/6109-175a-av-nw-edmonton-mcconachie-area,Chambery,53.6398401,-113.5068926
6303 169 AV NW,3,3,2201,"$615,000",https://www.realtor.ca/real-estate/29510681/6303-169-av-nw-edmonton-mcconachie-area,Canossa,53.6313899,-113.5210723
10950 73 AV NW,3,2,862,"$475,000",https://www.realtor.ca/real-estate/29552529/10950-73-av-nw-edmonton-mckernan,McKernan,53.5096460,-113.5143666
7235 112 ST NW,5,4,1862,"$949,000",https://www.realtor.ca/real-estate/29523349/7235-112-st-nw-edmonton-mckernan,McKernan,53.5095679,-113.5195637
11118 72 AV NW,6,5,1598,"$765,000",https://www.realtor.ca/real-estate/29522191/11118-72-av-nw-edmonton-mckernan,McKernan,53.5087210,-113.5176706
10906 72 AV NW,3,4,1288,"$490,000",https://www.realtor.ca/real-estate/29433868/10906-72-av-nw-edmonton-mckernan,McKernan,53.5087042,-113.5123674
11212 75 AV NW,5,4,1352,"$599,900",https://www.realtor.ca/real-estate/29389986/11212-75-av-nw-edmonton-mckernan,McKernan,53.5115310,-113.5206573
10935 76 AV NW,8,6,2360,"$739,800",https://www.realtor.ca/real-estate/29355680/10935-76-av-nw-edmonton-mckernan,McKernan,53.5120429,-113.5137522
11520 78 AV NW NW,6,3,1817,"$799,000",https://www.realtor.ca/real-estate/29332191/11520-78-av-nw-nw-edmonton-mckernan,Rio Terrace Neighbourhood,53.5114802,-113.5818966
11106 76 AV NW,3,3,1830,"$750,000",https://www.realtor.ca/real-estate/29279239/11106-76-av-nw-edmonton-mckernan,McKernan,53.5125078,-113.5170737
11439 80 AV NW,5,2,921,"$599,000",https://www.realtor.ca/real-estate/29265844/11439-80-av-nw-edmonton-mckernan,McKernan,53.5158167,-113.5276415
6411 149 AV NW NW,4,3,1136,"$464,900",https://www.realtor.ca/real-estate/29541304/6411-149-av-nw-nw-edmonton-mcleod,McLeod,53.6100255,-113.4414387
15007 59A ST NW,4,3,1206,"$425,000",https://www.realtor.ca/real-estate/29524810/15007-59a-st-nw-edmonton-mcleod,McLeod,53.6123894,-113.4330715
10727 149 ST NW,5,2,1003,"$349,900",https://www.realtor.ca/real-estate/29552795/10727-149-st-nw-edmonton-mcqueen,McQueen,53.5521532,-113.5775178
11003 144 ST NW,4,2,1324,"$400,000",https://www.realtor.ca/real-estate/29552516/11003-144-st-nw-edmonton-mcqueen,McQueen,53.5574058,-113.5682088
10927 146 ST NW,4,2,1071,"$429,900",https://www.realtor.ca/real-estate/29549655/10927-146-st-nw-edmonton-mcqueen,McQueen,53.5573837,-113.5722672
10860 147 ST NW,5,2,1116,"$499,000",https://www.realtor.ca/real-estate/29533132/10860-147-st-nw-edmonton-mcqueen,McQueen,53.5556292,-113.5751917
10724 148 ST NW,4,2,1028,"$478,000",https://www.realtor.ca/real-estate/29426583/10724-148-st-nw-edmonton-mcqueen,McQueen,53.5524950,-113.5767121
15702 89A AV NW,5,3,1217,"$474,900",https://www.realtor.ca/real-estate/29557024/15702-89a-av-nw-edmonton-meadowlark-park-edmonton,Meadowlark Park,53.5240199,-113.5936571
#306 9120 156 ST NW,2,2,1126,"$209,900",https://www.realtor.ca/real-estate/29538882/306-9120-156-st-nw-edmonton-meadowlark-park-edmonton,Terwillegar Towne,53.4464624,-113.5901340
15719 89A AV NW,4,2,1116,"$499,000",https://www.realtor.ca/real-estate/29523978/15719-89a-av-nw-edmonton-meadowlark-park-edmonton,Meadowlark Park,53.5246060,-113.5950903
16049 95 AV NW,4,2,1079,"$449,999",https://www.realtor.ca/real-estate/29501353/16049-95-av-nw-edmonton-meadowlark-park-edmonton,Holyrood,53.5326022,-113.4509861
15704 91 AV NW,5,2,1251,"$449,900",https://www.realtor.ca/real-estate/29494143/15704-91-av-nw-edmonton-meadowlark-park-edmonton,Meadowlark Park,53.5259008,-113.5924746
9412 156 ST NW,3,3,1400,"$399,900",https://www.realtor.ca/real-estate/29443019/9412-156-st-nw-edmonton-meadowlark-park-edmonton,Terwillegar Towne,53.4464624,-113.5901340
#209 8912 156 ST NW,1,1,786,"$184,900",https://www.realtor.ca/real-estate/29433620/209-8912-156-st-nw-edmonton-meadowlark-park-edmonton,Meadowlark Park,53.5213129,-113.5905288
#406 9120 156 ST NW,2,2,1118,"$219,990",https://www.realtor.ca/real-estate/29239755/406-9120-156-st-nw-edmonton-meadowlark-park-edmonton,Terwillegar Towne,53.4464624,-113.5901340
15640 92 AV NW,,,,"$499,999",https://www.realtor.ca/real-estate/28910224/15640-92-av-nw-edmonton-meadowlark-park-edmonton,Ottewell,53.5267977,-113.4282158
#410 9120 156 ST NW,1,1,768,"$162,500",https://www.realtor.ca/real-estate/28650043/410-9120-156-st-nw-edmonton-meadowlark-park-edmonton,Terwillegar Towne,53.4464624,-113.5901340
4636 18 AVENUE SW,4,3,1755,"$619,900",https://www.realtor.ca/real-estate/29435812/4636-18-avenue-sw-edmonton-meltwater,Glenridding Heights,53.4179325,-113.6108166
4907 17 AVENUE SW,4,3,1800,"$669,900",https://www.realtor.ca/real-estate/29435254/4907-17-avenue-sw-edmonton-meltwater,Summerside,53.4188979,-113.4464279
4651 17 ST SW SW,4,3,2243,"$749,000",https://www.realtor.ca/real-estate/29424544/4651-17-st-sw-sw-edmonton-meltwater,Terra Losa,53.5327149,-113.6201073
1450 34 ST SW,4,2,1145,"$2,800,786",https://www.realtor.ca/real-estate/29224139/1450-34-st-sw-edmonton-meltwater,Anthony Henday South East,53.4336300,-113.3940298
6808 11 AV NW,5,3,1173,"$400,000",https://www.realtor.ca/real-estate/29508593/6808-11-av-nw-edmonton-menisa,Menisa,53.4393124,-113.4423108
1310 72 ST NW,4,2,856,"$399,000",https://www.realtor.ca/real-estate/29468689/1310-72-st-nw-edmonton-menisa,Menisa,53.4440261,-113.4453844
1526 69 ST NW NW,3,2,691,"$189,900",https://www.realtor.ca/real-estate/29397428/1526-69-st-nw-nw-edmonton-menisa,Menisa,53.4453434,-113.4397388
6931 14 AV NW,4,3,1572,"$479,900",https://www.realtor.ca/real-estate/29386565/6931-14-av-nw-edmonton-menisa,Menisa,53.4435289,-113.4410381
936 KNOTTWOOD RD S NW,6,2,1076,"$489,000",https://www.realtor.ca/real-estate/29363443/936-knottwood-rd-s-nw-edmonton-menisa,Menisa,53.4421359,-113.4485474
6096 MILL WOODS RD S NW,3,2,1056,"$210,000",https://www.realtor.ca/real-estate/29555844/6096-mill-woods-rd-s-nw-edmonton-meyokumin,Meyokumin,53.4457889,-113.4200894
#14 1820 56 ST NW,4,2,1259,"$235,000",https://www.realtor.ca/real-estate/29549626/14-1820-56-st-nw-edmonton-meyokumin,Fulton Place,53.5460126,-113.4231344
5418 17A AV NW,5,3,1208,"$489,000",https://www.realtor.ca/real-estate/29545860/5418-17a-av-nw-edmonton-meyokumin,Meyokumin,53.4474207,-113.4250219
6030 MILL WOODS RD S NW,4,3,1204,"$284,900",https://www.realtor.ca/real-estate/29503140/6030-mill-woods-rd-s-nw-edmonton-meyokumin,Meyokumin,53.4457889,-113.4200894
5504 18 AV NW,3,3,1206,"$499,900",https://www.realtor.ca/real-estate/29378733/5504-18-av-nw-edmonton-meyokumin,Meyokumin,53.4483086,-113.4253258
5308 20 AV NW,2,1,983,"$368,000",https://www.realtor.ca/real-estate/29371894/5308-20-av-nw-edmonton-meyokumin,Meyokumin,53.4510492,-113.4230016
5118 17A AV NW,5,2,1019,"$492,000",https://www.realtor.ca/real-estate/29346273/5118-17a-av-nw-edmonton-meyokumin,Meyokumin,53.4473314,-113.4210842
2437 89 ST NW,5,3,1311,"$539,000",https://www.realtor.ca/real-estate/29559314/2437-89-st-nw-edmonton-meyonohk,Meyonohk,53.4535246,-113.4629894
1660 LAKEWOOD RD S NW,3,2,896,"$194,999",https://www.realtor.ca/real-estate/29528892/1660-lakewood-rd-s-nw-edmonton-meyonohk,Meyonohk,53.4541744,-113.4601159
2655 89 ST NW,3,2,1007,"$419,900",https://www.realtor.ca/real-estate/29525349/2655-89-st-nw-edmonton-meyonohk,McIntyre Industrial,53.4861728,-113.4641037
8816 25A AV NW,5,3,1080,"$399,850",https://www.realtor.ca/real-estate/29523303/8816-25a-av-nw-edmonton-meyonohk,Meyonohk,53.4552015,-113.4642065
8005 27 AV NW,3,2,1009,"$209,900",https://www.realtor.ca/real-estate/29487388/8005-27-av-nw-edmonton-meyonohk,Meyonohk,53.4575547,-113.4549587
8146 27 AV NW,2,2,1218,"$332,500",https://www.realtor.ca/real-estate/29472203/8146-27-av-nw-edmonton-meyonohk,Meyonohk,53.4575297,-113.4565202
1714 LAKEWOOD RD S NW,3,2,972,"$219,900",https://www.realtor.ca/real-estate/29454827/1714-lakewood-rd-s-nw-edmonton-meyonohk,Meyonohk,53.4541271,-113.4599641
#53 2703 79 ST NW,2,1,966,"$177,000",https://www.realtor.ca/real-estate/29452750/53-2703-79-st-nw-edmonton-meyonohk,Meyonohk,53.4585221,-113.4535169
1308 LAKEWOOD W NW,3,2,1129,"$209,900",https://www.realtor.ca/real-estate/28643342/1308-lakewood-w-nw-edmonton-tipaskan,Meyonohk,53.4584111,-113.4599101
1009 MILLBOURNE ROAD EAST NW NW,4,2,1377,"$263,900",https://www.realtor.ca/real-estate/29523575/1009-millbourne-road-east-nw-nw-edmonton-michaels-park,Michaels Park,53.4779719,-113.4444034
1096 MILLBOURNE RD E NW,3,2,1147,"$214,500",https://www.realtor.ca/real-estate/29466043/1096-millbourne-rd-e-nw-edmonton-michaels-park,Michaels Park,53.4812374,-113.4491172
4320 74 ST NW,5,3,1200,"$549,000",https://www.realtor.ca/real-estate/29432103/4320-74-st-nw-edmonton-michaels-park,Virginia Park,53.5600675,-113.4498849
1049 MILLBOURNE RD E NW,3,2,1351,"$265,000",https://www.realtor.ca/real-estate/29418018/1049-millbourne-rd-e-nw-edmonton-michaels-park,Michaels Park,53.4779719,-113.4444034
#6 3839 76 ST NW,2,1,889,"$135,000",https://www.realtor.ca/real-estate/29381797/6-3839-76-st-nw-edmonton-michaels-park,Michaels Park,53.4749353,-113.4501945
#5 3855 76 ST NW,2,1,886,"$149,999",https://www.realtor.ca/real-estate/29378607/5-3855-76-st-nw-edmonton-michaels-park,Michaels Park,53.4752188,-113.4503890
#3 7404 38 AV NW,2,1,880,"$145,000",https://www.realtor.ca/real-estate/29333452/3-7404-38-av-nw-edmonton-michaels-park,Kiniski Gardens,53.4724148,-113.4010107
9213 97 ST NW,6,6,4203,"$3,800,000",https://www.realtor.ca/real-estate/29271968/9213-97-st-nw-edmonton-mill-creek-ravine-north,Delton,53.5785138,-113.4922897
#602 8728 GATEWAY BV NW,2,3,2264,"$899,900",https://www.realtor.ca/real-estate/29558149/602-8728-gateway-bv-nw-edmonton-strathcona,Strathcona,53.5231349,-113.4961292
10545 67 AV NW,6,3,1053,"$452,000",https://www.realtor.ca/real-estate/29558020/10545-67-av-nw-edmonton-allendale,Allendale,53.5032794,-113.5026608
8318 79 AV NW,4,4,1791,"$639,900",https://www.realtor.ca/real-estate/29557590/8318-79-av-nw-edmonton-king-edward-park,King Edward Park,53.5152411,-113.4562152
9736 78 Avenue NW,5,3,1371,"$879,000",https://www.realtor.ca/real-estate/29557173/9736-78-avenue-nw-edmonton-ritchie,Ritchie,53.5144564,-113.4815585
#25 9926 80 AV NW,2,2,969,"$225,000",https://www.realtor.ca/real-estate/29556702/25-9926-80-av-nw-edmonton-ritchie,Ritchie,53.5163206,-113.4874517
10506 68 AV NW,6,6,2738,"$1,295,000",https://www.realtor.ca/real-estate/29555999/10506-68-av-nw-edmonton-allendale,Allendale,53.5046784,-113.5010084
7720 85 AV NW,2,2,924,"$425,000",https://www.realtor.ca/real-estate/29555961/7720-85-av-nw-edmonton-idylwylde,Idylwylde,53.5208229,-113.4465157
6034 105 ST NW,5,4,950,"$629,900",https://www.realtor.ca/real-estate/29555854/6034-105-st-nw-edmonton-pleasantview-edmonton,Pleasantview,53.4971853,-113.4994486
#102 10149 83 AV NW,1,1,589,"$129,900",https://www.realtor.ca/real-estate/29554836/102-10149-83-av-nw-edmonton-strathcona,Strathcona,53.5188808,-113.4933764
10519 87 AV NW,3,4,1951,"$789,900",https://www.realtor.ca/real-estate/29554725/10519-87-av-nw-edmonton-strathcona,Strathcona,53.5224186,-113.5013332
#205 8515 99 ST NW,1,1,627,"$188,000",https://www.realtor.ca/real-estate/29554265/205-8515-99-st-nw-edmonton-strathcona,Strathcona,53.5215692,-113.4856821
6608 84 ST NW,3,2,1200,"$539,000",https://www.realtor.ca/real-estate/29554102/6608-84-st-nw-edmonton-argyll,Argyll,53.5040624,-113.4575543
#5 308 Jackson RD NW,2,2,955,"$290,000",https://www.realtor.ca/real-estate/29489844/5-308-jackson-rd-nw-edmonton-jackson-heights,Jackson Heights,53.4826954,-113.4107786
5979 40 AV NW,2,1,1394,"$180,000",https://www.realtor.ca/real-estate/29482342/5979-40-av-nw-edmonton-greenview-edmonton,Mill Woods,53.4773533,-113.4285711
39 GRAND MEADOW CR NW,4,4,1884,"$544,900",https://www.realtor.ca/real-estate/29473625/39-grand-meadow-cr-nw-edmonton-greenview-edmonton,Mill Woods,53.4754525,-113.4304878
6032 38 AV NW,3,2,1200,"$255,000",https://www.realtor.ca/real-estate/29472841/6032-38-av-nw-edmonton-greenview-edmonton,Mill Woods,53.4737607,-113.4292361
296 GREENOCH CR NW,4,3,1547,"$599,900",https://www.realtor.ca/real-estate/29409172/296-greenoch-cr-nw-edmonton-greenview-edmonton,Mill Woods,53.4777964,-113.4255797
1238 JOYCE CR NW,4,4,1935,"$534,888",https://www.realtor.ca/real-estate/29358171/1238-joyce-cr-nw-edmonton-jackson-heights,Jackson Heights,53.4853734,-113.4074979
1509 JARVIS CR NW,3,4,1432,"$395,000",https://www.realtor.ca/real-estate/29335040/1509-jarvis-cr-nw-edmonton-jackson-heights,Jackson Heights,53.4853817,-113.4141952
#1402 6608 28 AV NW,1,1,942,"$330,000",https://www.realtor.ca/real-estate/29371101/1402-6608-28-av-nw-edmonton-kameyosek,Mill Woods Town Centre Area,53.4592805,-113.4241934
#115 6608 28 AV NW,1,1,610,"$195,000",https://www.realtor.ca/real-estate/29371060/115-6608-28-av-nw-edmonton-kameyosek,Mill Woods Town Centre Area,53.4592805,-113.4241934
#218 6608 28 AV NW,1,1,606,"$200,000",https://www.realtor.ca/real-estate/29371061/218-6608-28-av-nw-edmonton-kameyosek,Mill Woods Town Centre Area,53.4592805,-113.4241934
#1401 6608 28 AV NW,2,2,1852,"$524,900",https://www.realtor.ca/real-estate/29276538/1401-6608-28-av-nw-edmonton-kameyosek,Mill Woods Town Centre Area,53.4592805,-113.4241934
#318 2508 50 ST NW,2,2,1292,"$254,900",https://www.realtor.ca/real-estate/29535620/edmonton,Miller,53.6024380,-113.4168650
#316 237 YOUVILLE DR NW NW,2,2,940,"$237,600",https://www.realtor.ca/real-estate/29529872/316-237-youville-dr-nw-nw-edmonton-tawa,Tawa,53.4606038,-113.4250758
#238 2741 55 ST NW,2,2,931,"$249,000",https://www.realtor.ca/real-estate/29516600/238-2741-55-st-nw-edmonton-mill-woods-town-centre,Mill Woods Town Centre Area,53.4587533,-113.4251703
#407 2508 50 ST NW,2,2,786,"$144,900",https://www.realtor.ca/real-estate/29465298/407-2508-50-st-nw-edmonton-mill-woods-town-centre,Miller,53.6024380,-113.4168650
2508 49 ST NW,3,2,818,"$365,400",https://www.realtor.ca/real-estate/29355594/2508-49-st-nw-edmonton-weinlos,Weinlos,53.4564013,-113.4181885
